qid,question_text
008454d9c5d99ff0af5e,What is your review of ekonomist.co?
00845bde91c4d300373f,Do people tend to date people similar or different from themselves?
00849bd646c63d8a4ba7,"Date: 04/11/1986, time: 04:05 AM, Kota (Rajasthan). What fate has for me currently everything looks faded.?"
00849d6d59a1604d97dd,What are ritualistic behaviors that are repeated to reduce anxiety?
00849f13f2d0339c8a31,How can a computer input move a hydraulic actuator or other mechanical device?
0084adb847362d6a63f1,Is the order of the (Latin) alphabet arbitrary?
0084aed4cd7b93b42bd1,How can I get a good sense of humor but still don't hurt someone?
0084b4d98f5ee42ee8d8,How should AgSO4 be produced?
00850f6ec229fb560064,How can I remove my phone number from my Gmail as security?
00852d16e5a29aa4fdce,Do others consider themselves to be introverted extroverts - or even extroverted introverts?
00853b7d74e5db76a7ff,Who is the best alien of all time in a movie?
0085453f6e5d4ba4ce13,How is the Nikon D5200 manufactured?
008565c7aadc01d528cc,When is the best time to look for cheap airline tickets?
008575b96f1d2555346f,Why are American apples so shiny?
0085d3545e5e92cc2f94,What happen when cotton fibre is wet?
0085f508fafbc8efb88f,Have astronauts experienced Lunar ecplise while they were on moon?
0086161f4b42d3c4753c,It is safe to invest?
008646fdf415a5b35378,Are there any TV shows about the Jack the Ripper investigation?
00866d485f73da29e3be,When is a time you've used a big word incorrectly?
00868049442acfd893c2,Is it racist to talk about Jack Black in front of African Americans?
00868a91aa8faf7941b5,What is the academic pressure and workload at the Cathedral School of St. John the Divine in New York like?
0086b749738dec2e7e9b,How can I design country couples Halloween costumes?
00871f439753fa119962,What is the difference between CVT and other automatic modes?
008756df13ae1debce98,Can music be written for a play?
00876b25de5734955135,What is the meaning behind Tyler the Creator's Yonkers video?
008772155c78fd11b4ec,Is it weird for a Stanford graduate student (non-GSB) to wear apparel from the GSB?
00878b7a46e866d18c9d,Are Chinese the most ignorant and uncivilized people in the world?
0087bfaeb74d03645b5d,"Do you think that Turkey & Iran can work together to bring peace & order to the ME, by showing it is possible for Sunni and Shia to work together?"
0088221f92575bce28f1,I want to die now I want to die now I want to die now I want to die now I?
00887508a73b0cebbd8b,How did Shubham died?
00888dc5bfb277276e36,"Can a bleeding heart liberal be happily married to a militant Republican, when they fundamentally disagree on everything? I'm an optimistic feminist who believes in hope, and he's a die hard gun enthusiast who borders on misogyny and racism."
0088d8b0f1ad80219189,How do I become a software tester without a related degree?
0088e4b53cc0a9c9197a,What are the examples of DBMS?
0088e9a558f712230216,Can a prostitute fall in love with many people at once? Has anyone experienced the same?
0088f75103b1dc2c061a,What rank can I expect after scoring 35 in IIT jam physics 2017 (according to official ans key)?
008904781f2ae4cca9dc,Should I do short or long-term rentals with my house?
0089281a93a36e01f196,Are people who always seem happy just pretending to be happy most of the time?
00892dee96773ca5f3ee,What is going on with Bangalore climate these days? All of sudden we get heavy breeze and good rain in this summer…
00898fa1d05d02504f16,"What age did you move out, how was it?"
0089e53e897a8608dbe1,What was exactly the relationship between Rabindranath Tagore and Kadambari Devi?
0089edf84ac203519d8c,How many theatres are there in India?
0089f1814fd2d73ef2e4,Is it okay to have a relationship with someone younger than you?
008a1203ae46f3308bcd,"What are some tips to write an analysis about ""Grass"" by Carl Sandburg?"
008a1b47df939ee6f30f,How can I reduce the calories of a German sausage?
008a4aad49bd13b5096d,What should I do in my academics for getting placed in Vedanta?
008a7165bb3b5536cd90,Does having polycystic ovarian syndrome (PCOS) have any negative effects on your ability to study?
008a972dbcc1e64df851,"How do I escape from manipulative mother? Even when we are not in the same town, she is trying to manipulate me with religious text and even disturbing photos."
008ab32b66692c1b6b69,In all Honesty what do girls think off guys farting.?
008b104c557393d2f0cc,"Now that Createspace will no longer be available for self publishing, will there be any similar avenues to fill that void?"
008b1717d0313dd199f9,What is a good full-body calisthenics workout?
008b78c13a15f808c01c,Why is Wales not represented on the coat of arms of the United Kingdom?
008bc5fc80aa2c58a662,If an Indian Muslim had to choose between his religion or country what will he/she choose and why?
008c09d908a175160cd2,"Why do these Sikhs on one side, write their religious views like orthodoxies and on top of all, but on other side when intermarriage comes, they start writing ""love has no religion""?"
008c0c42b16314533fd7,"What are the most influential ""real life based"" movies?"
008c474bee05f156b61f,Why do we need to know how to spell things correctly when we have the internet?
008c56c2c9676bce07c8,Where can I get bean bag refill beans in Indore?
008cae2588807fd666ba,How do I add images not in links on Quora via iOS?
008cb8887dc59cbd20df,How do I start a conversation in a cold calling?
008cc824fe88605813c2,How do I reset old Samsung Galaxy phone but keep everything the same when restoring it?
008cddd037bf8df3cbce,"Before the match existed, how do people in Europe light a candle at night?"
008d0049df35c860c1ce,What would a date with Yoda be like?
008d09bfbf32bbc075cb,How has a complete stranger (not counting celebrities) impacted your life in a major way unbeknownst to them?
008d1e2f5e80fa131ea3,Where can I find examples of beautiful lead paragraph styling for web-based articles?
008d6366d5199acf25f4,? Which is the best app for online transsaction in India in windows phone?
008d7305b6d3bc4554cd,Do Portuguese and Galician understand each other freely?
008dbdc7d710efb68746,In what years did the majority of the population start owning given inventions?
008e1dc04cbdad9f5571,What are the ways to do something great in life?
008e568a97e80761a9d4,How do I get started with UX design?
008e58f829dc83fc9831,"Why didn’t Toys R Us create more of their own brands to capture more margin away from Mattel, Disney, etc?"
008ec75dbd7a4caedc47,Are there any sites that provide free piano sheets from movie soundtracks?
008f10d1160e23fabcc6,How can you repair the pulleys of a Weider Pro 4950?
008f1d1f3abb1b389a9d,What advice would you give to a college sophomore majoring in bioengineering to set him up for success in the future?
008f282ee965363645db,"One of my friend has started his YouTube channel and He is not getting enough subscribers, views and He is confused about his next content?"
008f460a60b172bf93f3,How can I get good signal for cryptocurrency day trading?
008f665f96d4f22b9601,What is the fastest way to purify chlorinated water?
008fcfe289daae009fcc,What do Fillophinos think of the Maoists in their country?
008fd545c1f9a7e6175e,Why is a prepaid income from the previous year an asset?
008fe1339d44fc723406,How can I spend 16 hours in Hong Kong International Airport?
009038636c8024ae2977,Is it true some smart people don't have a lot of friends?
0090733f354250b59bc3,What are some types of fighting techniques to learn for self defense?
0090ea97b6d1179bfc79,"I have Windows 10, Office 365 and the basic programs that come with those. Do I already have software to use with a green screen?"
0090faa0f005311e79bd,Is it weird I like to smell my wife’s dirty panties?
0091004abbc50e4a3a42,Why do electrical items attract dust?
009113adc0456639f94b,What is the minimum separation between cellsite receiving antennas?
00911f09d6748a12e102,What are Kant's ethical metaphysics? I don't see what he is getting at.
00914f8020ca8495e229,What does it mean when people say you are cute?
009160e78b79f3db5812,What was Filipa Moniz Perestrelo best known for?
00921f9949d0120318fa,Do girls find sex scenes engaging as well?
0092223dd900c5ca1868,What is the probability of an international student getting an internship or a job in the UK after university?
009225dc9e3d4644a16e,Why are almost all of our greatest scientific achievements made by scientists who are religious and believe in a God?
0092ddc90b3fe6b3f27c,Will self driving cars put an end to high speed police chases?
00935236f12e3407faf6,Can I cure derealization disorder by not thinking about the things that caused it?
009366294df89c9852a0,What does Paula's Choice do?
00937673dd780c4224f0,What is networking for you it is good?
00940b8abb70536624fd,Which online stock exchange do you use as a Muslim?
00940e4a083215f8179f,What is meant by spin?
00941de37f3dbfb434b1,"Are lectures in CET, Trivandrum held in English?"
009450822f62d9420282,"Will my car be considere2 a total loss if I boight it for 13,000 but repairs cost 9,000?"
0094692c6c48fca65f46,"Today half my poop was black (hard, smooth, pebble-like, not a tarry texture) and half brown (softer). I broke the black poop open: it was black only outside and brown inside. If there were digested blood, would it be black only on the outside?"
0094923bfe9d151f53ca,Who will win Karnataka assembly election in 2018?
0094a6318dc65c3b8fb3,Can I convert my Facebook personal account to a fan page?
0094b8ca493e4ae8a0d1,What are some good banquet halls in Mumbai?
0094c03b53cc51d49dfb,"How many remain the former of Germany, Italian and Japan armies who still live and surrenders to Allies at the end of WW2?"
0094fb45ed06d5834838,Who is your inspiration for working out in gym?
009502aaaafee39b74b5,What are the keywords in Java which are not used in C++?
0095666d0680ee575e85,Are Mormons considered Arians?
00957df612b001a9a6ef,Is there a way to get your fingers hardened before you start taking guitar lessons?
00958980c91353a61067,How often do you work overtime and don't get paid?
0095addb2fdc526f6aac,There is a guy in my class who is always being so nice to me and asking me to study with him or watch YouTube with him. His friends tease him around me. IDK what this means. I’m so confused. What should I do?
9.65E+16,"My desktop PC (Windows 10) has one HDMI port and one DVI port, can I use 2 monitors with it?"
009698c61ff520a165e8,How accurate are Genius.com lyric annotations?
0096a8bdb979dd441160,What exactly is the Paleo Diet?
0096abac8fe7fc843ca8,What are some book clubs in Thailand?
0096ad5c36db5ec92296,Is it harder for bodybuilders to break bones?
0096d249fb6077879ff6,Are there any examples of adversarial networks in nature/biology/neuroscience?
0096ef114789daa44b3a,What are the contacts made by RNA polymerase with the promoter region?
009703f9a165f84d28c2,What is liberal politics?
00971143f7dc93cb3e9b,What specifically and concretely happened to the Eur 1/3 trillion that Greece borrowed and couldn't pay back? It presumably wasn't withdrawn in Euro notes and burned in a big bonfire in Syntagma Square. So it must still exist. Who has it?
00971ac2ed5342041ddf,"If you screen record a story, does the person get notified?"
00971fb15eab0e989cf4,Is it possible/realistic for NASA and other space agencies to monitor space for dangerous asteroids that could hit earth?
00973fbe5efeb035ca01,Tension in the belt on tight side is more than side?
009740649e5778e07b63,Is there anyone who was a Trump supporter who has left the base and what drove them to that decision?
00974db418a2b7c80e61,Was/are there 'cool kids' and 'losers' at your high school? Movies always seem to oversimplify that.
00974f04cafe46f27da2,Are there any differences between 'man' and 'woman' skin care products?
00979286a4d752fffa9c,How did the Paracas Candelabra form?
0097bf5e7a74022ce254,Are Russians more cynical than others?
0097c1f3ec79f02adb90,You have commited crimes against Skyrim and her people. What say you in your defence?
0097c463c9ec69139c97,Is it true that IIT Kanpur is better than IIT Bombay?
0097d0345c019625245a,What is the purpose of the International Finance Corporation (IFC)?
0097f27f1524696ae09d,What is the main purpose of life according to most people?
009806454ad8d31654bf,How does your country differ culturally from the neighbouring countries?
009807ea05fdf44a8192,"Does punching yourself in the tummy region have any health risks? For extra support in your answer, I'm female."
009813a467e45ef24bbe,How much license fee do I need to pay to use crossfit on my website and sell crossfit labeled sports equipment?
0098150e536bd7b5c9f7,What is the ratio between minute angular velocity and second angular velocity?
0098551d147903b829d8,What is degin?
0098fa411fd96b1cf3dd,What do Turks think of Arabs?
009925b1f2df318b36c8,"What if I want to follow my decision to marry only the girl, who had rejected me in the past? I don't want to marry anyone else, which my family and friends know about."
009986bd3575800a4e4d,What is the salary of an ASI officer?
0099998f85cca93d31a3,How much should a translation cost?
0099aab22e9e1850d8c2,"Who if any are economists, other than Susan Athey, that are working at the intersection of machine learning and econometrics?"
0099c82a94d42172c6b2,"What does the genre ""idol anime"" means?"
0099f237bbaa68fa477f,"My Walmart package got lost in transit so they sent me a new one, but it got found and now I have two. Whats gonna happen now? Do I get to keep them both?"
009a27a37ba75fd52811,Why is Chinese culture incompatible with rule of law?
009a460333bdeea1cbba,"Why were my answers getting many views, and now I have none? Am I just another social experiment?"
009a4b049dd847801129,Does Ancestry.com work efficiently for an Indian?
009aba4428fd320b58b9,"Instead of just increasing friendship, should China rather allow Nepal to join China?"
009ac334f67616a8368a,Can you fall asleep if you have a concussion?
009b3f25a075671360ba,"Apart from activating enzymes in the detergent formulation, how does wash temperature affect washing results in the laundry?"
009b66b39673000f96fa,What are the best ways to assemble your Savage Fox Model B 12 gauge shotgun?
009b84068e27a6e5f210,What are some life changing events in Julie Dorne Brown's biography?
009b967b4a7561273100,What is the work of PR teams for celebrities?
009bab1e641d4846d94e,Why did Trump win but Le Pen lost?
009bed14cf07696c2767,"Why is my geranium all brown, can I return it to the original color?"
009c3bbc3e2815ce158f,What are your thoughts about the upcoming boxing match between Brandon Rios and Danny Garcia in February 2017?
009c7ea300eb602d24b1,When is the new Avenger 400 being launched? Will it be worth the wait?
009cd2b8d3e22c4cddc6,Should blacks be allowed to vote in North Carolina?
009cdd4177e1a3d3e728,How is the life of an international graduated student in Canada?
009cf62985ead054a8ad,Do people just ask stupid questions on this site?
009cffbc338b40e6d7f5,What are the ideal budget percentages in your country?
009d315ff6c2c49d741e,How can I improve my diplomacy yet appear to be personal to build a better client-accountant relationship?
009d37d6dfc6f4bd96eb,What are some of the best brand cameras?
009d3c4c9c5c3a2aac99,"What made Einstein so important when we already had Poincaré, Lorentz, and Hilbert?"
009d5bc580069ef19107,If you had to live through a natural disaster which one would you choose?
009ddb99e9bb982e7c30,Why did Muslims destroy Indian temples?
009e476a0ab05db6b916,"At the end of a meal at a fast food restaurants, do you clean after yourself or if you rely on employees to do so ? There is that debate going on in Canada."
009e5e6aedac6c935937,How do I create horizontal form in instapage?
009ec9a9b4d5126789a5,"If an intelligent civilisation in our Galaxy, even our universe has already reached kardashev stage 4 wouldn't we already know about it and wouldn't they have the means and resources to communicate with us at any time?"
009edb298974cc5663b8,Is martial law legitimising ethnic cleansing? Why are educated people unable to understand that?
009efd68436f2d80a5ac,"What would happen to a male who is overweight, but decides to clean bulk. Would he lose weight due to the healthy foods, and gain muscle?"
009f33908a283f5eddc8,Can fiber convert into glucose in presence of heat? (e.g. when cooking hot food)
009f3d2d09349ffc7685,What is a terrorist attack? Why does it happen? How can we prevent it?
009fea0c9f03021c38e2,Is China becoming more like North Korea?
00a03bc6744661752ecf,"People often say exams aren't an effective way to determine a student's knowledge, if so, then what is a better alternative?"
00a054989543323e29b1,What is the name of the model in honey Singh new song Audi Ferrari?
00a07c2c2ff3bf7b141a,What are some problems with the Amana washing machine?
00a083a05f21ac6a4f85,How can I retrieve a newer version of an MS Word document I chose not to save in Windows 7?
00a1100bc5b8c0846b0b,What are some unique features of Ivorian French?
00a13beb9ebc597d249c,"If I buy electronics in the US, will there be issues when using or charging them in India?"
00a17c575d62505b736a,Are Europeans angry at Americans for electing Trump?
00a1ab490d0f7e03453c,How comments and upvote work in steemit?
00a1de079178499e2baa,Why do people on Quora complain about low quality answers when they themselves upvote single texts and single image answers? Why are they being so hypocritical?
00a29df809cbe7cc94c6,How has the status of being officially “married” make your life better?
00a2c49f9b658d78d9ea,"What are some examples of ""n"" semiconductors?"
00a2e007166feb57849a,Is it possible to regrow hair at temples of my head?
00a3088d292ca1d9150f,Why is it better to install wireless internet connection instead of a wired one on your house?
00a32b087dfb257485ac,What are some good ways to lose thirty pounds in thirty days?
00a351dd40760ce0ac62,How Google management approach is different from Apple and Microsoft?
00a3592713559a9b05ba,Under what circumstances could Skippy the Jedi Droid assassinate Emperor Palpatine and live to tell the tale?
00a37efc5e8d6c812b35,"How effective is the Brock Lesnar diet, and why?"
00a3a0085815816726cb,How’s to know if an autistic guy likes you?
00a3bc071487ee24e5fe,Why didn’t the Arabs or Persians help the Ottomans take over the Holy Lands from the Christian Crusaders and and the Byzantines in Turkey?
00a3faa560f10dc32330,Why were Flanders and Wallonia so divided during the Belgian monarchy referendum in 1950?
00a408ef863c9a1e1373,Fee fie fo fum? Fie fie fo fee? Fee fo fee? Fo Fo Fo Fie? Fee fee fo fum? Fie! Fie! Fo; fie; fo.
00a458faad87bad1772b,"If germs are so small, how can they harm people?"
00a45aa43159de90609d,How do I end a fanfiction?
00a461154b1f9cad1300,How we genert new leads?
00a467e8f2bcb95c165a,"Does the state government pay any tax to central government? If yes, which?"
00a47233ebdfdedff641,Is it possible to know a premium user in Truecaller?
00a4c7d712f34d533817,What if in 3 seconds all human in the world hold their breath together? What will happen?
00a4f30136858a56cebe,Where can I get the best marijuana doctors in California?
00a4f783da61c0bdc4d2,"Why am I so attracted to the French Foreign Legion, even though I know almost all of the details and that it's a bad career choice for young men like me, especially since I won't see any combat anytime soon?"
00a526b990a7f84ecaf1,What does it mean when you have a cyst on your heart?
00a550145ae0131eff54,What are the latest technologies under $30 available for road bikes?
00a5692cd78b8f8fc679,Are there any stories of Aghan soldiers who performed courageously alongside Allied led forces?
00a5953a7cd8b4a0ab2e,Why do people still assume an elementary spinless Higgs-boson with energy proportional to a Frequency?
00a5a495699dd9c1d4ff,What do professional physicists think of Konstantin Meyl's ideas?
00a5bd81c730c3f33f32,How much acne is normal?
00a5d51c1ab054fa8624,Why are my apps and games loading so slow?
00a638b91c61abf1946d,"Why are strong female characters (like women who can kick a bunch of men's ass) so popular in Hollywood, yet rarely exist in real life?"
00a65f6c580d70ab9d14,"Since bone continuously is absorbed and reformed, does facial bone return to its original shape if temporarily moved by constant pressure?"
00a6a22576d06cf3bf38,"What are some methods or techniques when drawing ""Yogi Bear""?"
00a7036c6311e5e5db59,How strong is POSH in India?
00a7147b88070670b3b3,Is Angel an odd name for an Asian?
00a71641933d1e49e405,How long does it take to start enquiry / investigation after registering a police complaint in India?
00a71a2e7ea2e8d60c20,"Would an only ""good"" chess player confuse a grand master?"
00a7806b686eb26f1462,How has the downtown of New York City evolved over the years?
00a784010d8b6f7d8051,How do autism diagnoses differ in places where eye contact is rude?
00a78a779924cca6777f,Is debbared students from board can give NIOS on demand exam on June 2017?
00a802eb75fbe82c2c1f,Does GLOBSYN business SCHOOL offer better placement for every year?
00a80c7e4d8d2189c78c,"What are some good recipes for food from Santo Domingo, Dominican Republic?"
00a8964683720c13ff7f,What kind of games can I run on HP Notebook 15-ac109nx?
00a9091f51f4a7415e19,Can I delete messages mutually in Google hangouts?
00a938ffee7b41dde9fb,"What cellphone to buy in the 200$ range? What will be better, a newer model or an older flagship?"
00a94f82e09103ed78bb,What's the most awkward moment on TV?
00a9bef2bfcb5af33428,"If there were superdelegates for the Republican party, who would've gotten the GOP nomination?"
00a9c681b76bf0d6057e,What channels does it have?
00a9edef862f9c3d2590,How I can resolve connection problem in MySQL? As it says server may not be running but I made a connection on local host port no 3307
00a9eeffa245d7823a00,Can true miracles happen?
00aa3deb5b608e0bbee6,"How do you make a video where a person disintegrates into dust, just like how it happened in Avengers?"
00aa47272e2bc8e54d61,Will I have enough money to enjoy life an not struggle when I live onmy own?
00aa71b5ba274fa0ccf6,How important compatibility is in a relationship?
00aa8f97e7f39f287a1a,How do you manage risk in a portfolio?
00aad397408cb73be63e,"How is the writing style and structure in the book ""The Mill and the Cross"" by Michael Gibson depicted?"
00aaedfe7eea3513598f,Is there any application or website that would be used to improve aptitude skills?
00ab07e990b7301a0f02,What is a common misconception about your country?
00ab684f788bebd5b8f2,What do girls think when we have sex with sister and brother is that okay for us men or is it not okay with that?
00abaa05b9f82e919bf9,How do we put the password protection HR payslip in SAP?
00abac87b54b25e47a0d,What do you think of when you hear police sirens?
00abbdce66d5c76e25eb,How do I become a hacker? And is there anyone who is willing to help me?
00abd4ec875607dee8ad,Is asteroid mining economically feasible?
00abe0db31db9a2ea8dc,Why don't you fill out your profile? What are you hiding from?
00abf9ed389e9dca1b51,Why is rage so exhausting to maintain?
00ac20fbe5730e89cc88,How do you make excellent BBQ beef ribs?
00ac8a7a211fbdc9f4fc,What are the challenges a service company faces when expanding a business into Europe?
00aced896e3d2a1bbeed,When will AAI release the next notification for the post of JE (ATC) or JE (Electronics)?
00ad710804284b5434ef,Which of thefollowing is more easily hydrolysed by KOH-CH3CHClCH2CH3 or CH3CH2CH2Cl AND WHY?
00adb9aedd2f44c90f60,What are some highlights in Michele Bachmann's career as a former United States representative?
00adb9e85ffc9b0bb664,How can I give sarcastic answer?
00add0a77de7e8189a94,What jobs would be wiped out completely by 2030?
00ae44deeb4d7346fca7,"A bird move from point A (1,2,3) to point B (4,3,6) with speed 10 m/s what is velocity vector?"
00ae70162e68dec53f9e,"What do I need to know before I move from Los Angeles, CA to Irvine, CA?"
00ae76dc4b0fcfe01ad5,Do gay people love Jake Gyllenhaal because he play a gay role in 《BrokeBack Mountain》?
00aea41d7cc2155bf5b3,"If it were possible to screen unborn children for homosexuality, would it be ethical for a pregnant woman to get an abortion based on the outcome of that test?"
00aede95105f73f1e431,Why do aliens only abduct or visit White people?
00af4f9ee860fb6f7992,Should someone have 1 or 2 jobs while attending college full time?
00afc4dd7f85c20cf653,What is a hoagie?
00afe6b7b2d4a245a57e,"Why do the republicans and Trump hate the Constitution, America and Americans?"
00b01c8deb99cb353a82,How exactly did Peter Quinn take care of Carrie through out Homeland?
00b0246d4fd17955ee47,How can I run Microsoft ScanDisk on Windows 7?
00b0342cbfed361ddfda,What should be NEET score to get a MBBS seat?
00b069ee34a300a9d541,Why do you like Mumbai?
00b07c576a932b391f09,Can we say that God is the cause of the singularity at the beginning of time?
00b0914eb90e734edeb8,What does the job market for engineers look like in the next 10-15 years?
00b093aaea97f2eaac95,To what Hogwarts house did the original Merlin belong?
00b0ff0e2ff5deee504a,What is it in a guy that instantly catch your attention?
00b11a9215a951baee20,Why do we procrastinate a lot during the exams time?
00b154f72cd1d8d38b29,Does alcohol affect gut flora?
00b19162da579929c48d,"Which course is better after BCA, MBA or MCA?"
00b1937e743725fb5ea6,Are Muslims really ashamed of their religion?
00b1a03f9be9f4081860,What are the influence in drafting the constitution of India?
00b1ef36ecade92a5427,"Can a domain name contain a contraction such as the word ""we're"" even though apostrophes are not allowed in urls (so it would be spelled ""were"" instead)?"
00b20cc94e2fe7c75b6b,Girls have you every witness your mother doing oral sex on your brother?
00b268c2afb01387b9cb,Is there a way to go deaf without it hurting?
00b271dbba79beef0296,What'll happen if me and my group of friends attacked and injured a bully outside of school?
00b2755194e9a895f88b,What are the drawbacks of a ketogenic diet?
00b278120acbdcfd4d50,Why do I see a face in moon?
00b2a0d1ae914a7f7d0d,What are some turning points of some great personalities?
00b2c907ea6e0a4056aa,How long it takes after I did my medical exam for 309 visa subclass?
00b33dfc32f6121ea6a2,How do I handle work place depression?
00b3995bab75d42dc359,What are the best hangout places in Thirunelveli?
00b3ff81a167ba33aa1e,"If someone is banned from Quora, how long does it last?"
00b4051f60ad6b1a1bde,How can people listen and speak English fluently?
00b45ea64cf69826a23d,"Car booking system software provider company in Pune, India?"
00b46f5775197c92579d,What's a nonviable pregnancy?
00b48dd7f938c758be13,Can I become a automobile engineer without a degree?
00b4a4127744a493a600,"Judging from what is going on in the Middle East, is it fair to say Germany was on the right side in WW2?"
00b4b5970ca45323a526,Will I suffocate if I never open the windows in a condo apartment?
00b4f665b5bfbc46848c,Is there a way to cut videos with Google photos?
00b5032d146126a7c179,Should East Jerusalem be reconstructed as the Israeli diplomatic enclave to house foreign embassies and residences?
00b5425c9a0062f60477,How do I prepare for Google developer relations intern interview?
00b5b6b2065b0116f5f9,Which book is most best for ECET exam preparation?
00b5b8ea903f5aaecd9c,What is the maximum vehicle width allowed on Taiwan's motorcycle lanes?
00b61130a9e31d60ba5c,How do you make Betty Crocker cupcakes?
00b68734b4094bc83d35,How do I gain more traffic to my blog or encourage people to participate in my free giveaway?
00b6b231bb15ccc8cae9,What is the purpose of water marks?
00b6b86e1c0a885619e4,I like programming (c# and game- unity) but I started developing interestin hacking. How do I balance both or should I stop onr for thr other?
00b6e1b625bbace886a5,Which is bigger- tyrannosaurus rex or woolly mammoth?
00b6e56974a411214e82,What makes a MMORPG fun for you?
00b6e6c470b9a618f8b9,How do I modify my bullet standard?
00b6fbed5c0a3b07fa65,Are these IB subjects enough to study Computer Science?
00b73d8f97f862044b8f,Whatis distance between toll plaza & yellow line?
00b744f3270f190f13c8,"If I can make much more money by trading cryptocurrencies, should I still work as a software developer?"
00b7689e684ba9c56189,"How is the writing style and structure in the book ""Number the Stars"" by Lois Lowry depicted?"
00b78d2657ada25be114,"I've recently seen a video of a feather in a vacuum chamber, and they said that there is no oxygen in the room. If this is possible, what is the room full of?"
00b78e03808413b72b89,It has pretty red and black seeds often used to make bracelet eating even one seed can kill a person?
00b7ade8797e476b7bf1,After 19 I cant enjoy like how I was teenager?
00b7cd144719ac2e0140,What is difference between power and work?
00b80cedadbe264a3ba0,What do the Vietnamese have to say about that war?
00b80e164da35c4453b0,How many genes do we share with viruses?
00b812e9ceaf47cc21c2,What distinguishes Savion Glover's dancing style?
00b814a6e8e484931bf9,"Is learning Farsi practical, or would it be more practical to learn French or Russian?"
00b84a8b973406918d6b,What would be the effect on the ocean if sharks died out?
00b87d8a831544cc9c4a,What are the best evolutionary biology electives at University of Michigan and why?
00b88cbc0f16df51c0d0,Why is Buddhist killer?
00b8a960f846cff11988,What is the chemical formula for graphite?
00b8d7d98eab64d2feef,In which universities should I apply if I'm looking forward to being a mechanical engineer?
00b9181be38b13bb5b93,Do you think driving a car should end by your drivers license being expired at 80 years old?
00b94587b12735acba64,Why do I have to succeed to be happy?
00b96ff1a9fbcc60c47c,How is important to help others?
00b9e76f62d1d8ffc8ea,What are some of the most creative improvised weapons of all time?
00b9f01a7930b3fe4258,What are the activities of a digital marketing intern?
00ba2719b9025d28d5cc,"Why do many Indians discard their names soon as they travel abroad? Bharat to Barry, Nanda to Nancy, Kanishka to Ken, Sudhir to Sid etc . Think they get accepted hiding their ethnicity? Does a Vlad change to Val, Ali to Alvin, Ho Chin to Homer?"
00ba444f8182e93e334c,"In a discusion about H2O's structure a book says that instead of straight bonds (O-H-O), the bonds are at 105 degrees, that is each oxegyn bonds the the hydrogen at an angle of 105 degree? How is this determined? How is it measured?"
00ba46a2f654d978d04f,What was your experience of Nainital?
00ba4c47c365a640ec09,How do I prepare watercolor paper?
00ba62d7f34ceba4e68b,Is surgery boring?
00ba97dea1f0e12b8ba8,How do I start a mobile phone leasing business?
00babd345d494df02383,How did you find out about Christianity/who told you enough about it that you were interested?
00bad07d366cb524564d,Can a commerce student in India study abroad?
00bae36062f0d01be496,How would the Knight Industries Two Thousand (KITT) CPU stack up against a modern CPU?
00bae57779c0b7486ee1,What are the risks of having rough skin on my face?
00baec1d0d6824f08b35,What do people know James Buchanan for?
00bb00cb20316e27e1e1,Why do I keep having dreams about my dad being alive?
00bb03bf6eb70d182d2a,Which is the best magazine for mastering computer science?
00bb4d4e84e6eb9a56a5,How conservative is the Hoover Institution?
00bb699aa895d4370e97,What personality traits do presidents have in common?
00bb9bdcbb501d78ae3a,How can I prevent transferring bed bugs from my old apartment to the new one?
00bbd0c96e960c13a705,What is the internal structure of the eye?
00bc012e887451efa1b2,Who is Laura Rothenberg?
00bc039e4de82f633d4c,I have an external hard drive 2 TB. My laptop runs on Windows 10 Home (without Bitlocker). Is there any workaround to encrypt my hard drive?
00bcc4061a484529c306,Is it possible to learn Hadoop in 3 months?
00bcd857965f1d0c9809,"In how many seconds approximately does a consular officer make up his decision to accept or deny a visa? Did it happen that you were 50/50 convinced, what did you do then?"
00bcf26f2b59ac99d1c2,What happens when 2nd lord (Jupiter) sits in the 11th house and is retrograde?
00bd32c2365557ae02bc,How do I empty all my inbox emails and backup them?
00bd814273514380ce65,What are the different coloured lights on building plant for?
00bda2d64d491120a821,How do I auto start and stop a VM on Microsoft Azure?
00be5042fe36463aa5c6,How could Google have a feed similar to Quora?
00be60dbcb8cd0516a9b,Why don't starving people just eat something?
00be955fc5c7b4c67a61,Do you think it is better to use only one language in our world?
00beee4e43c2ca525556,What is the right and left wing in politics?
00bf024031e2c9d26432,What is the bilateral diplomatic foreign relations of Pakistan and Sri Lanka?
00bf2ec9b99cfdd41f2a,How can an unskilled African boy immigrate to Canada legally?
00bf3f35a6d090c70534,Why average Russians hate LGBT people so much? Many of them even wish death to LGBT people
00bf7915b57809d34615,Why does booking.com ask candidates to prepare for the first interview with HR for an Engineering position?
00bfd5daae6cafdb7724,How did you decide on this career and what inspired you to start DoorDash?
00bff7cd1be200877be3,What color makes people depressed?
00c0158a80e82bfc1388,Will we ever have phones that have glass that can’t break?
00c0704cc8ab648ccaa0,What are the best documentaries made by Netflix?
00c07dde91ed2d7f4ec8,What should be the score in NEET 2018 to get a medical seat in Karnataka?
00c0a4eb258b84a2ca05,What is the deadliest robot on the planet?
00c0bfe39e02791ead28,Which is best English coaching center or English teacher in Ahmedabad?
00c0f4b3a89dcc907df4,How do I get boys to stop saying that they wouldn't hit girls?
