qid,question_text
0038137d772980d444d8,How can a EEE student get better package than EE student in vssut?
003829c6a26aa1bfc2fe,"I'm a teacher, should I take up Global Career Counsellor Certification?"
00382d10ead76986e085,"Have you ever left a bad marriage for one you thought was going to be better, but it turned out to be even worse? Did you wish you had stayed with your first marriage? What happened?"
00382fbffbeb071469ce,Has Nintendo ever made a game in which Pauline from Donkey Kong meets Princess Peach?
003840a37cfdda9ae501,What is crowd hacking and how serious is it?
003844fe5fb45965b717,Where I can download synopsis?
0038460b95529b449856,Can stem cell injections help an arthritic wrist?
003848757438c56820e8,"If I wanted to work as a sound engineer for a movie, what do I need to do?"
00384a7a98736d1c9254,How can I focus on my work and not procrastinate?
00384c6eec4e102ae545,"How come the Ottomans didn't send people from The Levant, Arabian Gulf, The Balkans and North Africa on death marches seeing as they betrayed them by breaking away from the Ottoman Empire?"
00385001ef3105a63f58,How do you afford the money and time to travel a lot?
003854366d7f3ebd3fc6,Why do people with Hashimoto's disease always blame their seizures on their disease when everybody is entirely responsible for their own actions and behaviour?
0038545f8d3e5ef953ac,Do liberals think people like Tad Cummins should be treated with leniency?
003872c0b647d38c2c87,Why does girl text me even though she told me she has a boyfriend after I asked her out to lunch?
0038738da48723fed649,How was TJ Maxx founded in 1976?
003877f5adfbcf353dbd,What are some tips when attempting to make home videos for entertaining on YouTube?
00387ebfb8f55b599066,How do we assure that we are making authentic assessments of people? How much scrutiny is necessary to allow for the optimal qualification of people?
0038833290ceb35e9fcd,Where can I throw a party in Lonavala?
003888782f2909d9aade,What shoes are preferred for recruits in Basic Training?
0038a170df6f57a42f9f,Would you tell how horrible your co-worker is before you leave?
0038a6376b8ff9a29410,What does it mean when a dog crabbily runs away from his owner?
0038c848d961f7459989,How do you take your mind away from hunger?
0038d21d4c9b00d818d7,Why can't liberals face reality?
00390af8bbd3e4b83a54,How do you make iron foundry?
00391fd0b579d0c06de4,Will I get admission to any college with a general rank of 2415 and OBC 531 and 66 percent in boards in JEE paper 2?
003925cd85123273ac66,What is the best to buy?
0039309127b72d2c4f7f,How are abrasive minerals classified?
003935da49cc892a026b,Are there teens on this site that tried to kill themselves? Who?
0039366361e096a76aec,Why do biotic factors interact with abiotic factors?
003946b068c8d75eadbd,What is telecommunication and data communication?
0039473a75fe2d304e53,Why doesn't Italian Rahul Gandhi stop pretending that he's Indian?
00396688e54737a69ebc,"Is Indians are slave of English, why they think that guys who can speak English are more smarter than Hindi speaking person?"
003972807feb6e21eb16,Is IIT students also will write gate?
003981447b9ecf6ab98c,What will you do if you see a foreigner in trouble?
00398624ce3e650d4d6c,Does lithium dioxide contain metal?
003989614aaca68bbaff,What is diploblastik short answer for 3marks?
0039a9c0cb0798c99547,"I often hear the term 'billionaire' by non-Americans, do they mean the billionaire has over a billion *dollars*, not any other currency?"
0039c19ac0e948782db1,What are some historical facts about Robert Frost?
0039c24860eb94086887,How many droppers are there in top 100 in JEE?
0039d80053f736a1e8ef,How much exactly do they put to verify your bank account?
0039e8b2220f54340d89,What characterizes the poem Clair de Lune?
0039e98f77dde7e77ba6,What resources (natural or generated) can India still exploit to generate income and foster development?
0039f1d7b85991dcb259,"How did Trudeau get elected when similar countries (USA, UK, and France) are moving towards more nationalistic ideals (Trump, Brexit, Lepen)?"
003a07eacef38b130b9f,What career opportunity after Msc microbiology in Gurgaon?
003a378731029e21e016,How come I am having late periods even though I am not pregnant?
003a4646438683f3a914,"Why are the average Americans astoundingly intelligent, have a vast knowledge of many fields of daily life, cleverly sarcastic, and can learn extremely quickly compared to the rest of the First World countries? Is it their great education system?"
003a501a497fd5bad945,Is IndiaQR compatible with PayTM's existing QR codes at merchant sites?
003a5db4e99844b2ea03,What is the average salary of mobile developer in Austria?
003a6f72901deb6ffef2,Why are Americans so rationally sensitive?
003a900e4a0b928f1269,Will I be able to cancel my new debit card if I found my lost one?
003a9b749a04facbd1cf,Is it possible to fully transform oneself?
003a9f0ac14c8a95b58f,"Was it nice for Putin to meet the President of France, who was hacked by Russian cyber army, and slandered by Russia-sponsored propagandists?"
003aa0de10b5c882ddf4,Do you believe the argument that America is going through a political realignment essentially around globalism?
003aa4b8bbd61e627db6,What is the cheapest taxi service in Melbourne?
003abbed080c76b2f431,"My Instagram got hacked, I have already reported but the link they have given me doesn't work. What do I do?"
003abc139a9ce8222f69,Who can vote in South Korea?
003ae1cf5e5ef4f01674,"Marketers, what questions do you still have about influencer marketing?"
003ae8ef6c2b869b9a0c,"Where in Abu Dhabi can I get all electronic components like resistors, transistors, breadboards, etc.?"
003ae92583e7f1694c12,"Based on statistics, who is the most underrated/undervalued soccer player?"
003aed67fe512d3271d1,What is the advantage and disadvantages when people are spending time with their phone with other people?
003b2e7b1f6a241dde9f,"Given that Trump government is cutting funding and tightening immigration system, is it still recommend to study in the US?"
003b336abc90929b780c,Is it easier to scale from 1080p to 4k as it is exactly double the resolution?
003b61de1a312f92314a,What is the scope for B.Sc Audiology?
003b79223dd7607de313,What business should I start with a low budget and low resources in Hyderabad?
003b7e5943c3556f0347,What are the odds of desertification?
003b83ca887364b9f3a0,What is the WBJEE 2017 exam pattern?
003bb559a7d46f61b4cc,Why are sleeveless dresses frown upon in Indonesia? Indonesian women used to wear tube top dresses.?
003bc4c2cba0fc510ca7,Why did the Hippopotamus gorgops became extinct?
003bc66bb6c39fe25df6,Do the Chinese eat all the primates?
003bcde6c3045c76c3da,What are a list of things you should never comment on?
003bd79cbd606cdccb66,Which are the best non Ivy League for international relations?
003bdb6630e64ea25b21,How do you create expandable website text using Dreamweaver?
003bdeb277bf2a1990e8,What made the band Nightwish successful?
003beb39348b0d0512b5,Why is the Romanian indefinite feminine article ''o'' instead of ''una''? What's its origin?
003beddd9ed559551aa3,"If I ejaculate in a woman's ear canal, can she get STDs or AIDS if I don't wear a condom?"
003bf35bccc5f7d9b528,What were the major accomplishments of Barack Obama while in office?
003c02ffdfca92e0b3ed,Is tigernut milk fattening?
003c0374918c177df747,How does it feel when you become fluent in a language?
003c06aa979617f1c0ed,What would be the worst possible design for a fridge?
003c1d762d7dcd9bf098,Is there any IAS officer from VIT Vellore?
003c1d8422f36d1a53ec,Do you think that Putin will finish his power in Russia in a peaceful and democratic way?
003c26fce0f8255880b6,Is Unanth a trusted MOOC provider?
003c30c8142c1ad7dbf1,Is it good to leave Kochi for Munnar in afternoon?
003c3ca413b738a02580,Can someone get infected with chlamydia through kissing?
003c5e88f2db65956024,How did the dollar bill change?
003c7202add02fd34aeb,How did the Shorty Awards start?
003c766dc7df209b14e3,What would you love to see re-invented and modernized?
003c8747b39be0ec9ecc,When do Paytm pay their merchants?
003c893795a8df17ac38,How much does X theme Pro WordPress theme cost?
003c9831a591fa29c8bd,Is there a Chevrolet cruise offered freely through mail?
003ca5f82449772a91b0,My eardrum is cracked on the left ear. Am I eligible for IPS?
003caab94ba570e8b65f,"How do I can my own stand in life's decision, not getting brain washed by others?"
003caf6e6488d891c8c8,Why is grape a prominent flavor in Dimetapp medicine?
003cafd14cba239aaf20,Can I connect HDMI/arc output to HDMI/mhl input on TV?
003cbcd024edeb2519e2,Why is clickbait so effective?
003cbd62320f319e7993,How could Pope John Paul II live his whole life having no mistress?
003cce5e7d0875a5ea88,Why does everyone assume the NFL kneelers have a right to free speech? That right is not protected by employees from employers by 1st amendment.
003cd2dd9c6ec132f496,Is Elon Musk an alien living among us?
003ce230d3a5c9949ef4,"How do I stop feeling like I'm a mother to my partner? He is loving and treats me well, but never thinks for himself and that gives me the unwanted role of a team leader."
003ce5bf66b54a547bac,Are there really enough fragments of the True Cross to fill a whole lumberyard? Or is that another myth propagated by atheists and Catholic-bashers?
003ce6f3853b873eb60f,Why does my grandmother want me to get out more?
003ced61d63d1d7bba3f,How was FFFFOUND! Founded?
003cfa4521e92c6293dc,Is it reasonable to relate gun control success in different countries to the need for gun control in the United States?
003d0e9b29e294e54f38,Why does Premier League teams not perform well in European Competitions?
003d40a92784092e98e5,What is the annual subscription fee of Times of India News Paper at Bangalore?
003d419f662e6e3c72a6,Why are there so many dirty Jews on Quora?
003d4892f27172b2112d,Is it hard to consistently exercise everyday if you have bipolar disorder?
003d585d6d15fda61dc1,"As an Egyptian-American with Turkish ancestry, would I be able to find a potential wife from Turkey, and how?"
003d6aec48822b79a370,How do you find a vacant rental property?
003d72f952875904c816,What is the most suitable way of responding to an act of Road Rage?
003d768e658ae48c703a,Has anyone of you ever felt anything paranormal?
003d87660db0b332bca5,"Are the castes Kamma, Velama, and Raju Subcastes?"
003d97ccb10621712371,"What are the best B- SCHOOLS under CMAT 2018, with DECENT placement RECORDS?"
003dc63f7b18644904e9,What are the art elements and principles?
003dd4da6dbcf48d271c,What's a good word for a product feature that lets you categorize people into groups in order to track and monitor them?
003de77f7d1f552e643a,How was your experience with the Insanity training program?
003df1cd16501c899cff,"How does your personal knowledge and experience affect the way you read the book ""Beyond the Hills: The Journey of Waite Phillips"" by Michael Wallis?"
003df36e76fe3ffefdaf,Are you more likely to get a sunburn on a hot day?
003e03fdb9944b260d52,How is the effect of Apollo spirulina tablet?
003e04404015c95d220c,"Is it required to solve previous IES papers along with Gate papers, when your only aim is to Gate- mechanical?"
003e31f574d6f11bc4f8,Which one is the best mobile phone of 2017?
003e3a939c3cb1565d87,What clothing designers are the most sought after for women?
003e4f591cf83ff86d2f,How can a dropout student gets job at Google when Google have a basic criteria of degree?
003e5ae526d38f8269b3,"Does ""abs after 40"" work?"
003e63b1779e29ad01f4,How do starch-based adhesives work?
003e99af9314e573bbb7,Can I appear for NEET in 2019 if I had passed my 12th in 2018?
003ea487c5410563d62c,Why do people think video games are for children?
003ea693380abc098973,Was AIDS a punishment from God for gay people?
003ea6a1605e2444d2a7,What will happen if human rights was gone?
003ebaa5a43ecdb6a0bc,Iam using Ubuntu o.s I Want to create and connect an AWS Ubuntu instance from my computer having Ubuntu o.s.Is it possible?
003ec3cc3a22867d10d3,"When I sleep while breathing through my nose, why does my throat hurt when I wake up?"
003ec64975d7427549ff,"Why does it seem like humans prefer to conquer and dominate other cultures and nature, rather than more peaceful alternatives?"
003ecba2df5acd23f79c,"Why should I consider reading the novel series ""Fearless"" by Francine Pascal?"
003ee734e080b7922d49,Why are natural products popular?
003eea60551d73c5c411,How do I fetxh details from a table using ID where we have about lakh entries in ID databases?
003eef3387403e2566cd,How did Danny Way jump over the Great Wall of China?
003f0a21b6f3cc133f2b,What is or was your mother's favorite hymn?
003f0aeba90c2690f7d8,How do I keep my Canadian benefits after working there 20 years as a landed immigrant and moving back to the US?
003f1abe27e151211b6f,How is Blue Moon (beer) advertised outside the United States?
003f229e92e18d32e637,When do we say a project is a mega project?
003f369899be11bb06e8,What is the most likely cause of humanity to go extinct?
003f48090efadc94a530,Why do Muslims hate the sound of whistling? What if I whistle loundly near a mosk?
003f6a886c1dd252fd45,What are some good online beginner art classes?
003f6d2f760c16445cb9,Would it be possible to create a better and bigger version of Auschwitz with giant incinerators rather than gas chambers?
003f6e76389ce9931c54,How do you deal with a narcissistic person?
003f70685751296a532f,What is the social media groups active for UPSC 2018?
003f7e44459c690dfafc,How do you teach English in Tokyo?
003f8cede5b95a683df3,"Working with death everyday can be difficult, what strategies have you developed to lessen the stress caused by frequent contact with death?"
003fa2bc2ec688a1480a,"What advice would you give to someone who is moving to Soledad, Colombia?"
003fb558d6323f17d689,Does eating white rice make you fat?
003fc4f357402616c774,"If a person deletes his/her Quora account, then are their answers visible to others within the 14 days time period before the company removes their works completely?"
003fd5689613f72f7309,Which is the best coaching centre for SSC CGL preparation in Delhi?
003fd98a13b1632e7703,Does sex feel better with or without condom? Why?
003fddc4e7c388f90a3c,If you want to be project manger what courses should you take?
003fe4c8d47a6f187531,How should I prevent the episodes of regret after wasting my time? Right now I am studying for an exam which will decide my future.. Can anyone helpme
003ff3bd4094d0a03524,How can science experiments of everyday items help with people’s anxiety?
003ffb2c82f110a60c39,"Hi guys, is there any streaming app (like myCaster) that you can minimize and for example browse the internet while the app is operating in the background? Thanks?"
0040005d67599f435801,Is kurti eating into sales of unstitched suits?
00400ff639f5ff3ee875,Can we remove green mark pachabottu mark on face?
00401019632739d069c1,What are your all-time favorite workout songs?
0040126c8a22cf7994fc,Which are the best songs in 2017?
00401c23b0e9296168e8,Which country has the most skilled construction workers?
004022fcdd1a9d69b411,Amanda rodgers? Who is she
004034f6e82216ce8714,Is media sensationalism worse than government propaganda?
00403932d25b956fc3f9,What are the main problems that our country facing?
004052509a8ace85f0d5,What is the most degrading way to insult a grammar obsessed overweight misfit homeschooled bimbo?
00405e70871d17b2c91c,What parallels exist between women and nature?
00406f4eeb1f76a003a1,Does India get any kind of revenue of commission for streaming Hollywood movies in our movie theatres?
004076ddb4e06f79a08d,Should I go for MBA preparation or linguistics along with my English hons?
004089131920fd5b2b99,How do you design 3D facets?
00408d88c99b3e1037c3,"What makes Armenians, Georgians and Azerbaijanis culturally and genetically European and what makes them Asian?"
0040ace17e9f828e585d,How do I use CLA for a beginner trying to lose Weight/fat?
0040af1f9bc52b71ba71,What are were the benefits of the construction of the Grand Coulee Dam?
0040b848b8d7fa6f2e86,How does Stan Lee get himself in crazy situations?
0040c284dd11a04dd377,How many people die of cancer every year?
0040c91286ae3aae880e,How much does a person (around 20 year old) urinates per day?
0040d2ae7fcd26f920b6,Why are Indonesians so obsessed with military since I can see a lot of military-themed statues everywhere in the country?
0040d3f8056a3f9baa5a,What will you be doing in order to get your people to present facts and not siding with anyone?
0040d69fd66b874e4951,What is something that makes you smile every time you think about it?
0040daefbd7d11c02638,Is it racist for white people in America to care that they will become a minority by 2050?
0040ea96f4048ed4f2d7,Do people from Northern Ireland consider themselves to be Irish?
0040f19eddee21af4843,How do you get the remainder?
00411ab6c2aab655f067,What are some online financial service start-ups in Europe?
0041239fadfdd8c2c3ab,How was Mercury (planet) discovered?
00414137b79cd25db0fd,Is (a+b) ^(-1) equal to (1/a) +(1/b)?
004147b9c7428e118d8b,Can you modify a common kitchen vent for electric stoves (connected to a stack to the roof) so that odors won't cross between apartments?
00415390545b3097b707,Is doctor batra is good clinic for treatment in Ludhiana?
00415972611c69adc45c,"Why was Nehru a serial Ra-apist and ""pimp"" in India?"
00415eebd2559e9fdbde,What is production elasticity?
004178f28bdd88378d11,What is the best way to learn big data for a beginner?
00418185bcf8b6dfd0a6,IS starting a porn studio illegal in India?
004181912345799d56e4,"What is a simple, non-philosophical entry point into Laruelle's ""non-philosophy""?"
0041cd246435ac5b9af5,Have you tried doing a Morgan Freeman impression?
0041e0ec0b12e4e1dc4c,Why is it considerd good to be proud that you're black or homosexual but if you're proud of being white you're a Nazi?
00421e383ecc977d489f,How do I install and play a game which I downloaded from torrent websites?
004221dc54a66135cc63,What is the quickest way to get a lawyer for a consult and the best politician to write for egregious cruelty and beat down from big corporations in ways they know en employee can't prove after very cruel and perhaps racially motivated set to fail?
0042454401dccbec178a,Do students in svce college speak Tamil?
00424a3362eccf671e33,Which country best represents the teachings of the Bhagat Vita?
0042545e82bb9d60b74a,How is a low functioning narcissist?
004274765314789969b2,How much weight lost should I expect if I'm fasting for a month?
00427786952156f8ee78,Why does 'Khazar' mean 'pig' in Yiddish despite that Khazari people were Jewish themselves? What's the secret behind this?
004287e22f227638fc42,Was Porsche’s PDK as good as it is today when it was released in 1990?
0042881c17756c401dd1,Why has the dysfuntional democratic US ruined Thailand?
004299fc61797c2c9895,"What is the meaning of life according to Chris Langan, author of the CTMU?"
0042a9204dbdcdb7a1ed,How did the family know that the earth was destroyed sooner than it was supposed to be?
0042b97dd755fb4cfa92,Are live power cables sterilized by electricity?
0042ba186f86b1166545,Are Indians more susceptible to harmful effects of alcohol?
0042baf9cc1e8ed21f55,What is so special about Marcos?
0042bb7e4d0f12a4b5b4,I am in love with my identical twin sister and she loves me. We have experimented since a very young age. But she is really jealous. How do I make her happy?
0042f23de6165de41057,How do I get questions on Shakespeare and literature?
00430dd15c4306c26b37,Can my deceased brother's 2 sons get a share of our probate property?
004311b428c2db5c77dc,What is your impression of sindhis?
00431542de6835e7dd5f,Is it okay to learn C++ without learning C?
00431aac0c90d25a1d8a,How much heat does 70000 BTU provide for a fire pit?
00431d9890b816cd171e,How is the construction management of NIT Surathkal from placement point of view?
0043298c49dde4f20cb3,What does it mean when your ex is still in your dreams 4 years later?
004353e32193e97c9d58,What is the difference between school life and college life in terms of friendship?
00435fe54c6886221931,What are the age demographics of Airbnb employees?
00436e7d91e1486414bd,Is SMOK a good and safe vape brand?
00436eec28cc8463733b,Does resting muscular tension prevent blood supply from nourishing tissues?
00438a151df03ce8dc74,Why is physical attraction so important when it comes to wanting to date that person?
00438a5da0be800d0de7,How can I get UPSC offline mock test papers?
00438fbfa0c5ea34a21c,"I found a GIF on Tenor GIF Keyboard that reads ""谢谢六佬"", Pinyin ""xièxie liùlâo"". What does that ""liùlâo"" mean?"
0043922d02044bcf894e,Is there any aptitude coaching centers for placements in Coimbatore?
004392498b5780d76f95,What was your greatest trolling of a less intelligent person?
004398db71372c3fdc6b,What effect might bromelain have on curcumin bioavailability?
0043d2a9014546e97e61,Which scenario will you not see Trevor in when you switch back to him?
0043d53c4c7933a9a402,Why is music the answer and how do certain notes vibrate to your own personal frequency?
0043f4bae10506f77eb7,"She felt sad, she never (lose) a game before. What is the best tense to use instead of ""lose""?"
0043f6e8de399f7a8558,"Did Putin bid for Al Capone's diamond watch at the recent auction, given Putin's fondness for ultra-luxury watches?"
00441d1faf09b6c90560,"Who, if any, were the American proponents of Art Nouveau?"
00443e177d5621ea8ecf,"I am using erythromycin solution on my face for acne, can I use minoxidil for my beard with it?"
00445caa17ea7ca750ee,How much would be the approximate cost for a trip to London and Manchester from Oman for 5 nights?
00445d2371934ce7df40,How do you do elimination prints? What does it mean? Why would you do it?
00448485ef3c3e5913bd,Is the Singaporean education system flawed?
0044a5e6b2fa2ad151f4,What does the second officer post means in the airlines? What are the minimum requirements for it? Is it possible to work as a second officer after getting a frozen EASA ATPL?
0044b4ba7f2f72d575db,What are the benefits of using Quora app compared to using it in an Internet browser?
0044bec52cacc6256af4,"When it comes to directors who do long takes, is Steven Spielberg considered underrated?"
0044c4b54867db9a0ee4,"What advice would you give to someone who is moving to Tuluá, Colombia?"
0044db16320c6c26764e,What makes Nokia mobiles different from other cell phones?
0044de6c1542a5775cae,Energy cannot be created or destroyed. So what is this 'thing' that has always existed and will always exist?
0044fd1ae045909a8526,Why do European countries deport Russian ambassadors?
0045043114fe759590d9,Falling is becoming a serious problem among seniors. What are the methods to prevent falls?
00450cacd2ad715bf3eb,"Is this the right time to invest in mutual funds when GST is going to be implemented? If yes, which one is best for monthly 5k?"
00450e0c5df0a5c7c216,Do you like classical music?
00452b3117f2f9bdcfca,Is normal to be still fighting for that ' in love' feeling after two years in a relationship?
00455355f214cc4b7550,How is rice bran oil made?
004556d6d5610e308ec9,Is there a time besides our current time when there were a number of past presidents still alive?
00456001c68144da81cb,What should I do if there is no facility in our district?
0045645270ea302caa64,Caa we will out futures?
004578361c9fa5eea465,Does Kapil Dev have children?
004587220aa6033d2f3d,Does swallowing semen increase IQ?
00459ecb0d0b6d1bd92b,"After three failed relationships, should you still be looking for love?"
0045a1191b9e2499a190,What are the initial problems faced by NGOs that have an educational aim?
0045a383bc0c385c5bd3,Can I decrease my weight and only by doing weights at gym?
0045a4e5c9cc1701fec0,Is Dalit girl faces more challenges then oher girls?
0045b12c8ed874ea09eb,Why should I join an NGO?
0045b895bd3d8fbc13d1,I know every parent cares for their child but is it right to repay them by marrying the person of their choice and leaving someone you love without even trying and convincing your parents?
0045bb8f737eb6cf4abf,Would I get admission in VIT Vellore in 2018 with a VITEEE rank of 19558 in ECE with the 1st category? IF NOT then in any specialisation along with ECE?
0045c2ec596edafdced2,At what point did you realize no one cares about you?
0045d3286972e74979f4,Why is there a question word limit on Quora?
0045d87c6772b8b98d15,Which college is suited for 59 percentile in CMAT 2017?
0045da8f182aec917e5b,What is your best poetical writing worth sharing?
0045e5d88ffac9331ee6,Is it good to do b.ed after msc biotechnology?
0045e64a7cc5f85ef188,What is a sow pen?
0045e8a7168465a3ac3a,Which stabilizer should I use for a 1 ton A.C?
004602bf6bbbbe3b25d0,How could you use GTS in India brother? . As I found by far u r the only Indian in this page
004603494c6a9da592c6,What are the hotels in Havelock under 5000 rupees for 1 room?
00461aa4fbb68942d03e,I'm severely depressed. I cheated on my fiance several times and I want to make it work. How can I change?
004635f4508fcf6cacfa,What are unique things about childhood up-brining of self made billionaire?
0046384357284fa0bf23,Is there any actual material evidence and not simply hearsay that supports the imprisonment of Hillary Clinton?
004648f86c0692cfb674,Why does the current US Army dress uniform look so terrible compared to ones in the past?
00464c76dcd3bbf92350,Why doesn't UN Assembly blames Iran's regime for Kazeroon violence?
4.67916E+17,What are some tips for converting seconds since the epoch to dates and times in your head?
0046823f0fc2c14a6d50,Do life suck or people?
004684afc463757e1ec0,Could Severus Snape concoct a potion to castrate his enemies?
00469455079864d12e93,How can I best help my dear sister as she deals with Alzheimer's disease? She has just been diagnosed and is very frightened.
004697914e76a0a0c1d4,What liquids can I live on that is nutritious and substantial long term?
00469e3d5269dd945ea2,Should I take admission in Jadavpur University If there is a chance for me to get electrical in spot round?
0046bc7ca2629b55a9d6,How hard is it for the Manager of a football club to promote an academy player?
0046cd630f2081980341,What is charging and connection method of battery?
0046ee9fd6102f3fcdd1,Why are Kenyan generally polite and courteous people?
00470989595d25765ffe,What natural disaster have occured in New York?
00472027facf1b89e304,What are chances that North Korea was actually testing Chinese or Russian nukes and North Korea really doesn't have any?
00472ff5eed3f87d9fc7,How do I become an investor and not a worker?
004754c615b0578c3a67,I found out that I'm 50% narcissist (shy type) and I'm really struggling with my feeling of loving someone. I feel like the love I feel is only halfway. I'm scared that I'm not going to ever fully love someone. What can I do?
004755738eb470eff03b,"Why is it that Quora allows questions like why is Trump a F'king moron or why can't we beat Trump supporters to teach them a lesson, but if I call liberals stupid then I'm out of bounds? If you only want liberals to be on your site then let us know?"
00475dc5b2ee65a5f981,What was the outcome of the Engel v. Vitale case?
00478a396343a3612138,"How is the social media changing or lives? I feel almost everybody is becoming self absorbed narcissists, even my parents and my close freinds."
00478a47e40225afbe40,How do I become able to draw something from scratch?
00478f0c1bf70391ca6f,What is the most influential book of the 21st century?
0047a105b12475b6998d,Is there any source of free electrons in nature?
0047c9deae8df888dd18,Why should people trust online vendors?
0047d0c382450583a394,"Do Christians who ""believe"" in God out of fear NOT love get rejected at the gates of Heaven? Or is any ""belief"" A-OK?"
0047d9f1c0c2fa8ef133,Can you find a function [math] y [/math] such that [math] y^{''} = 2(\tan x)(\sec^2 x) [/math]?
0047fa3ba4255c1ceebb,What are some good ideas to paint a slatwall?
00481eeb00377fa9e7b1,"What is the most famous dish of Bhopal, like Biryani- Hyderabad, Wadapav-Mumbai?"
0048522e04973afaa35b,"Girls hate me, but they hate me even more when boys are around me, what do I do?"
004856b265b602b9bded,What team was draft day really based on?
00485aba552a2e733740,What is Dogme 95 and Dogme language teaching? And can you list some of the examples in support of it?
00485dcc6dd5dae9a3b4,"What does ""leather daddy"" mean in the Quantico TV show? What does that even mean?"
00486282b458c5e5cb0a,"When will Americans recognize that southern conservatives (those who whine about Obama, Jim Crow appreciators) are the biggest problem with America and that nothing will get solved until they are put in their place?"
004867ab8ecf615457b8,My waitlist number at SLS Pune For BBA LLB is 13 and I belong from SC is there any chance of getting it?
00486adb0fee46af2e40,Why do women like romance movies?
00486d249767d3dbe163,What are some good names for a fictional modern city?
0048781b9edc634e3a3b,What is it that rich people realize after they live the luxury lifestyle after some time?
00487cf5d48e79f43371,Why is my child is vomiting but has no fever?
004885c6ac34959f4914,Is it a waste of time for a non-Indiab to learn Hindi?
0048985394c122efe5df,What is the best coaching center for IAS in Warangal?
00489d18d3c95b398af5,"If you could write a book based off the content on Quora, how would you do it?"
0048a018a079279b541b,When will the liberal media get over the fact that Trump won? I'm thinking never.
0048a1a8c9391f90f3da,What will I get when I reach level 10 in Google map contribution? I am still at level 4
0048a1dffb1e67fceba4,What leads health problen in eating ants' leftover?
0048a3e1d085d795cc5b,Was Babe Ruth good enough to make today's major leagues?
0048a96ebe033910ba0f,How many ways can ten digits be arranged in seven digit?
0048b4bb125bd235d94d,"Is the term ""mofo"" objectionable as in ""Adam D'Angelo fancies himself a bad mofo""?"
0048baca8ac187a7a3d8,How long does it take for you to go to sleep?
0048be77cc863c0de63d,What are some tips for writing a private investigator searching for a client's long-separated sibling?
0048d4e5e7146d96f26c,Why did Krishna show the universal from answer?
0048ecc8269cebb808d2,Does Java save your life?
0048f45f35383e660584,Why can’t I put my caption on my insta post?
00490b38cf414010f16c,Why does my own brain find other brains disgusting?
00490b77c03a79c55d4f,Can you make money by unwatermarking images?
00490f63c0c4c036bae9,Why did Japan invade China in 1937?
004913683f771ac568d3,"How does your personal knowledge and experience affect the way you read the book ""Six Cherry Blossoms: And Other Stories"" by Alicia Appleman-Jurman?"
00491f4e13ee02efd2c0,Are there any industries growing as fast as the internet did in 1994?
00492173ea3bc4ffcba4,Boyfriend & I struggle with a lack of time together & purely acting as friend in a high school environment. What do we do?
004922064b65a1b86fc2,What is the salarie of I.F.R.S?
004942bbea067ad26083,Do moms need everything simplified? Why or why not?
00496916c13fdb1df4a8,What kind of shopping can we do at Sikkim?
00499dd9a7a8fae72341,How India has still 80% Hindu population though it was ruled by Muslims and British for centuries?
0049a777b89cf866aab6,What is the difference between Filmora and Adobe Premiere?
0049b412ee1f5cc301ee,Old 'BIC pencil' website that works as a giant digital canvas?
0049bed32d587514ec10,What is the Sanskrit name for entrepreneur business?
0049e1360d3f339fb908,What will you do first if the world stops forever except you?
0049f9f4446d55721636,"What does Ernest W. Adams think of the game ""Dwarf Fortress""?"
004a06edfa9f666e562e,What should someone do if they can't find anything to talk about in therapy?
004a0e2968bec6c2f498,How much can you earn with Google internship?
004a10f4edaa49ec6a94,Can a man at 63 leave without sex for how long?
004a422b88609dfb81b0,Is stoicism characteristic of INxJ types? Between INTJ and INFJ who is more likely to be stoic?
004a43133b23a47bb90a,What are the best ways to make your pores smaller?
004a43476c04ad872d73,How do you deal with a tough breakup?
004a55b6600f41516147,"What do you think about the existence of people’s energetic field, which attracts bad things as well as good things by referring person’s intention?"
004a60f266b8a2f5ec1b,How do I end the program?
004a63624be5581e49f3,How should I opt for the pwd quota in jee ?
004a77e74c829605e9ae,What are the chances of getting into merit list of Navy through the SSC Technical Entry (General Service) after getting recommended from 12 SSB Bangalore?
004a8ccd34b9c9aa313a,I had braces for 3 years and I ended up getting a speech issue. How do I correct this?
004a9995b62de7d41bd6,What happened to Campco Chocolates which were once available in Mumbai?
004a99e35edbbcc77186,Do people in the UK care that the UK has weak gun control laws?
004aa926115a15f84a2e,Do we need any reason to love someone unconditionally?
004aaa72f8126ebb6d32,Is Edward Snowden a traitor or hero?
004ab86f9a547b033958,What is meant by soil erosion?
004ac182eaf810400324,Which train running between Ahmedabad to Labour central?
004ac1af94f6f1165f30,What is the strangest planet in the solar system?
004acde556586eada5ac,What is Oscar Auliq-Ice's philosophical view on the equality of women and men?
004ada0d4ba70bf5e644,"When writing music from a bouble bass to a B flat Tuba, is transposition required?"
004aec7f16f731b72b12,Would you date an xxl man?
004af48b8a833c033f5d,How much a panda cost in China?
004b0ddc4769cd60e3c4,When will Pakistan return Pakistan back to India?
004b0f697de77ad1659b,What is the best way of learning fluent English?
004b16d064d960db3228,How do I design & get reinforcement of a dome?
004b2e6c93a210f254ca,What are the stories of this year's Bravery Award winners?
004b54848ced1000ad9e,Why is there a week lag in the release of Thor Ragnarok in North America?
004b5b095ad7d7b1a28a,Did Warren Buffet name Hometown Buffet after himself?
004b73b5158426762444,What is the weather in Mpumalanga?
